nsYMD,1,2,3,4,5,6,7,8,9,10
2007-01-02,0.0032448664690679307,0.005115829774423283,0.0027078673239585163,-0.0006644939575197323,-0.00013556262669303453,-0.0017843811086497752,-0.0026315629087848126,-0.0032021503245723447,-0.004783538384163172,-0.00450944747121801
2007-01-03,0.0026040526583925236,0.004238048323951385,0.0015276076168522343,-0.0010972014349318567,-0.0008214790883565766,-0.002592911233048592,-0.0027274944498959664,-0.0033653931521252746,-0.004675376863244178,-0.0040417416560937286
2007-01-04,0.0025819716415377836,0.002153163003656746,0.002371240409474433,-0.0002363507452065495,-7.089571717020109e-05,-0.0026691212210136006,-0.002390838313287827,-0.002805022096103613,-0.0035740369549220733,-0.00238869777677343
2007-01-05,0.0014437214982438522,-7.066181691220476e-05,0.0011359412630941442,-0.0004825276950748051,-0.001081320682292487,-0.0037133358348917732,-0.003933900005338285,-0.004280528237474769,-0.004198112185937978,-0.0027584247003869804
2007-01-08,0.0014574615197008648,-0.00021922180674838798,-0.000513522274948338,0.0007355114233144835,-0.002480700735211784,-0.0034517673315775433,-0.0043569271075985395,-0.004902536046940508,-0.004537484004268773,-0.002758398699246515
2007-01-09,0.00023254776979144475,-0.00042451308441858644,-0.0016664877667443966,-0.0015115903156198824,-0.003340757302907066,-0.005528116809515444,-0.005195017310801634,-0.005970743618349854,-0.005016007980198264,-0.0032044822357437516
2007-01-10,0.002341019419870828,0.000326756494976092,-0.0012161193445707496,-0.0012585857753838379,-0.0011830181336121306,-0.004090858109071404,-0.00372236495538228,-0.004187826840011508,-0.0028317612305613525,-0.00014584478370532433
2007-01-11,0.0014495930013416676,0.0005760476328667383,-0.001828327641939902,-0.0017149388429237202,-0.0012530603440133392,-0.0031814952089612132,-0.0035161737048078788,-0.003421172464053836,-0.001988722922175759,0.00018373432203475814
2007-01-12,0.00041778602170919126,-0.001152967600053735,-0.0029591443474255904,-0.0020797706747868985,-0.003421391716803352,-0.004491193120222793,-0.004923067886306745,-0.004885541039378239,-0.0034083230468059658,-0.0017545346103206906
2007-01-15,-0.00019358821642743098,-0.0004665863764488274,-0.0018774653962130214,-0.00233995904687934,-0.0034170934969273994,-0.004236219708433903,-0.0046345307627350205,-0.0052516716751943625,-0.00366620014733968,-0.0019398496639076758
2007-01-16,-0.0006925801797458009,-0.0012773443001450034,-0.002554829206128271,-0.0009854028477280842,-0.0031856694315355698,-0.0034634797442636873,-0.004871767712850538,-0.004700097470880481,-0.003347199552105633,-0.001701201137909598
2007-01-17,-0.00035503259340624236,-0.000800601404577375,-0.0014944719710487239,-0.0013482648778437745,-0.0019976077791067823,-0.0026433795865901688,-0.004123582401554289,-0.003506839599997428,-0.002460349010572757,-0.0012179854665673967
2007-01-18,-0.0004372686871332264,-0.00045186758417718276,-0.00220506281903611,-0.0010566147256140632,-0.0018175094013164876,-0.0028117287540798223,-0.003386003356102811,-0.00270014037510332,-0.0012658461311857347,-0.00025020033303811283
2007-01-19,0.0021306384046980587,0.0024477158448132853,0.0007008463512648272,0.0010560017047684957,0.0007720429141574259,-0.0004968326819491007,-0.00012077976307388449,0.0002040956797442409,0.0021790972173695968,0.003407805321781444
2007-01-22,0.004748573994017882,0.0023365010980959553,0.002533781472233228,0.0014623470215327848,0.001804114751085728,0.0009817888900242608,0.001263778866519274,0.0027605615177797834,0.0037763923965716136,0.005109842339494602
2007-01-23,0.005048870048154262,0.005767167294645761,0.002562800207480112,0.002695774254905056,0.0037334253619120982,0.0021182184044668136,0.00291048483964959,0.004253387843805268,0.005316096709678288,0.006008170487811288
2007-01-24,0.0045291758680365436,0.004727881823528521,0.003713611952930579,0.002102226515948743,0.0032894432986793265,0.0021767161317489264,0.0022165180154496097,0.00400260098383802,0.004315714630369687,0.004654367963806981
2007-01-25,0.004101439046695628,0.002681197480092985,0.004345574791336133,0.0022537403959658514,0.0020024434474901183,0.002662868687094985,0.0015372536276604862,0.0034097616292918208,0.0031083888987993935,0.0037494689877998603
2007-01-26,0.003572496888951872,0.0031658757152214,0.005171735356453203,0.0032413760061141576,0.0028775343164258514,0.0035708141623583753,0.0026325623294924374,0.0037212845461756226,0.003929788170553143,0.004614581802400175
2007-01-29,0.002193175375173018,0.0029073039013441937,0.003941936486830082,0.0020881312661766203,0.0019319423553163834,0.002506074695407375,0.0017078682625543534,0.0029941335296708093,0.002610353516178201,0.003858907956426145
2007-01-30,0.003705549606730511,0.0019668305097043414,0.00408398796573222,0.002707246637549249,0.0017232885178565915,0.002247605656719109,0.0025172284610287536,0.003660901564454055,0.0032531574953494962,0.00474742117573749
2007-01-31,0.0052977668059756,0.002479986315302672,0.00416210477028388,0.002883538297603109,0.0014672502989181465,0.0036237866454775234,0.003296217397916284,0.004126906376624925,0.004587885018996764,0.006475499208335483
2007-02-01,0.005037041716941285,0.002829379670457796,0.003395121696421087,0.0033182299683090334,0.002813319734740385,0.0033222145301671025,0.0028682641385392115,0.004280764186856121,0.004325633863829904,0.005630435953751653
2007-02-02,0.004331769241338994,0.001602316564716512,0.0029239510072813163,0.002810427839238197,0.0015113653578275113,0.002114717234172917,0.0021876758824181286,0.0027839766773591302,0.0030255126507945825,0.0031122941482599757
2007-02-05,0.005552489564715278,0.000812351254951373,0.0035680535245208858,0.002077213476017453,0.001897254753679157,0.002200287223045783,0.002015027432017394,0.0020579945044096578,0.0023705399249325785,0.0025017098972344724
2007-02-06,0.006248392280104063,0.0008686062676240317,0.002207854536824779,0.0031942358655807196,0.001922155156538805,0.0024332600722108905,0.002098346433623923,0.0016321029325800291,0.0020247920946536357,0.0016878160735066348
2007-02-07,0.006540557610506731,0.0013327629374549582,0.0017538891798541535,0.0032411293278672274,0.002480806617873666,0.001657967976731198,0.002556880285198929,0.0013880568390346887,0.002108654687836636,0.0021255353124738944
2007-02-08,0.007363157890600484,0.0021431794221997823,0.002002013980914288,0.0019903239747185667,0.004145263599788171,0.0014327895571669652,0.0017930111051527755,0.001174241739993325,0.0034460608054776797,0.002608741932130363
2007-02-09,0.008655799245943585,0.0025843801972429588,0.0032612725438857146,0.0029288204427604255,0.002758013472418469,0.0019622321113752983,0.0009092122767028066,0.0013901382757993213,0.0032672946322818038,0.003119960135987687
2007-02-12,0.009101978527266713,0.004000270663248073,0.002570465202351717,0.0035885334349161787,0.003608585401465305,0.0021969124661609346,0.0009159934862937325,0.0013832220297063966,0.00329801705999095,0.0033443010418833935
2007-02-13,0.0062644853156431325,0.0020523642518758063,-0.0003720969449306328,-0.0005515150363218126,0.0013502654739887409,-0.0018256302273065214,-0.0017751021654185133,-0.0024329289326285993,-0.0004967925441681797,-0.0010107607805089711
2007-02-14,0.00877290531500015,0.0041065253269111195,0.0030042472101372694,0.0017051776188036372,0.0031843638833586193,-0.0003242730025130918,-0.0014300034449792622,-0.0012061177511061623,-0.0006030027005077026,-0.0017042119897954626
2007-02-15,0.008580264085243726,0.005533736595348443,0.0030145228474172366,0.0015411788321614422,0.0013787835953742902,-0.0015407863400382826,-0.0023967265503630052,-0.003060568128094481,-0.0026280823054377835,-0.004126255671223345
2007-02-16,0.008210930736692722,0.005312547966142724,0.003564564979283051,0.00014456380843822018,0.003085176576234927,-0.0011694458476110407,-0.002432244700796813,-0.001965442581257554,-0.0019883619366216987,-0.003251863498912326
2007-02-20,0.008063648484974498,0.004155323518546463,0.0049787940982651616,0.00010994475706521761,0.002582454995200829,0.0005854860411255492,-0.00213052525481527,-0.0013406432539877513,-0.0013453907486245709,-0.002251433559126453
2007-02-21,0.007723654696583297,0.003566822711272387,0.004333809558232392,0.001764736282294612,0.002437467123872534,0.0007759079844153062,-0.002424544161454223,-0.0011946723853525167,-0.0005062648916193292,-0.0011413600926244685
2007-02-22,0.008168801550441576,0.004524891545270272,0.0032416566185652076,0.0022369640133116215,0.0016661958868086288,0.001612809698910617,-0.0018494028750533575,-0.0010047602493403482,-0.0009592771211723465,-0.001478205319422722
2007-02-23,0.008873232471626767,0.004963898914436769,0.003920677472336103,0.002893070023692515,0.0016422915569978467,0.0028062114533006824,-0.0008620152170409871,-0.0005340135823001722,-0.0014281529600406386,-0.001606457949287549
2007-02-26,0.008913319850647916,0.0036868694924808176,0.004234847059716935,0.0021341985326096317,0.0030597595163751076,0.002225202085195901,-0.00014244411402522335,-0.0003003320293359726,-0.0017592410946154953,-0.00229209100160745
2007-02-27,0.008345741522113221,0.0026471286382338676,0.0027420578180542454,0.0012977686529790666,0.000959850379097976,0.0014112622036557346,-0.001450206027862269,-0.000693844549457344,-0.0021342865084342084,-0.0035317895017669
2007-02-28,0.01450279442894086,0.008249087490794449,0.007241322727029381,0.005026587420121262,0.005416818216689164,0.006709741146674338,0.002844447553488923,0.004321433419702389,0.0023724481942440662,0.001138870921909471
2007-03-02,0.011857423430236309,0.006892882160310134,0.004974189592326114,0.004185846950643441,0.004635495484809923,0.003962708363521771,0.0038587189402607435,0.0038084486399350796,0.0018651094660500065,0.0010560183789893411
2007-03-05,0.00978127125432313,0.012077722876002386,0.00694581057690305,0.0054552650862085645,0.00659932322971814,0.006060602975437824,0.007682732410931104,0.00599431240431467,0.0046126375392975955,0.004298830235304111
2007-03-06,0.01025490180675593,0.01283565793680976,0.006169211255445494,0.006593811099345327,0.008426436447684451,0.006650216059901603,0.005806379759965808,0.008199216436696499,0.004619411422269448,0.004328097798266854
2007-03-07,0.009427526296229092,0.008425272262126509,0.007583735929547765,0.005315667870595299,0.007784587853472201,0.005453126060580337,0.005857412319671776,0.0042178256879005374,0.0038509232528835995,0.0033163899325752643
2007-03-08,0.008556591272727666,0.007761155371319198,0.0073591704790954586,0.005794751417914223,0.0071528579945218706,0.005310533433345105,0.00440932825928129,0.004956323644648495,0.0028327364899319646,0.0031968225355600496
2007-03-09,0.006195562760827945,0.0066276420884498035,0.004606456757797217,0.0069004705560871075,0.004863649134507088,0.0042461473667548474,0.0037514088029571525,0.003812580867943849,0.002335700704777123,0.003041553090905418
2007-03-12,0.004422377827316751,0.005747208588313886,0.0033241712454196585,0.005436000480470082,0.004325444836361955,0.003965970640271555,0.0031000603929658295,0.003336305831420238,0.0028037660558108005,0.0032983531005333537
2007-03-13,0.005125963766063468,0.005041710357867312,0.002185999618177521,0.005539600662327367,0.003407716526755214,0.005111772421401045,0.0026222254222404285,0.00349411410970515,0.003707688217763013,0.0035521352383129138
2007-03-14,0.00655989604519658,0.005489553886805543,0.002688455022448038,0.005304225182026532,0.004284290801433847,0.00636784142661948,0.0037408609624373485,0.004455010316776849,0.004076078071914948,0.00475085388261489
2007-03-15,0.005386638277081643,0.003386813065439788,0.002979224804891299,0.00375015703492576,0.0032040836304533206,0.004346365001501276,0.003920432641681587,0.003174223672650369,0.0027143897074834505,0.004173868471492593
2007-03-16,0.006600050309476589,0.0034148594709934262,0.0018437175474512644,0.004037382871112765,0.003188485517797968,0.003967272249488311,0.003636619464542188,0.003212257543062933,0.0032697599075184824,0.004541951646425598
2007-03-19,0.00647103531312943,0.0035885421903094107,0.0007624235796047778,0.0032774747067091173,0.0025609465839989635,0.00342599937635336,0.0020339932824224483,0.002140143517262413,0.00227412595194796,0.004104729591198701
2007-03-20,0.006636811406637801,0.0019021730460972402,0.0018816341873271161,0.0024147517880277014,0.0016376134623955058,0.0027447280977787396,0.000658594997764935,0.0013009404848829404,0.0018525101961478837,0.0033342760210617467
2007-03-21,0.007506067510494275,0.0032936213941895352,0.0024004004593168767,0.00443762698101786,0.0023085419579061297,0.0037343125071235862,0.0024043226886844215,0.00191247278659428,0.0034627610169294986,0.004362320205340326
2007-03-22,0.007705061054136117,0.003837177523408477,0.0031871321330977894,0.005363423103477985,0.002963680115962574,0.004119513205802528,0.0017807974632051797,0.0019224248479132798,0.00372957296325157,0.003947464972660505
2007-03-23,0.008773942686382482,0.004944581236583221,0.005378745160770999,0.006272065376614608,0.0035393050192456484,0.004990436927656741,0.002697470465699538,0.0023545357038785375,0.004066508140302275,0.004442982946723993
2007-03-26,0.008934107519492493,0.005956944430780578,0.006782316272274043,0.006616533090585378,0.005311424145465896,0.005202551040955023,0.0037925433564150735,0.0030290830427432305,0.0048073103460780685,0.005104475205801392
2007-03-27,0.009265088209312386,0.006263582384677578,0.008297299719543438,0.0075350854281722515,0.005736453825902382,0.0054082699155906825,0.005162944789852752,0.0032720788366249385,0.005273088753912916,0.004915293360923156
